start_time,start_station_id,end_station_id
00:14:49,649.0,411.0
00:15:00,630.0,491.0
00:15:01,203.0,203.0
00:15:35,93.0,47.0
00:15:41,278.0,249.0
00:15:42,319.0,163.0
00:15:51,432.0,432.0
00:16:15,410.0,401.0
00:16:22,296.0,106.0
00:16:24,169.0,103.0
00:16:26,382.0,9.0
00:16:27,93.0,505.0
00:17:03,601.0,463.0
00:17:36,409.0,184.0
00:17:43,21.0,76.0
00:17:52,364.0,181.0
00:18:01,170.0,632.0
00:18:40,89.0,268.0
00:18:54,524.0,544.0
00:18:56,90.0,114.0
00:19:01,557.0,421.0
00:19:01,30.0,115.0
00:19:06,684.0,689.0
00:19:15,191.0,74.0
00:19:46,161.0,621.0
00:20:01,140.0,166.0
00:20:19,356.0,102.0
00:20:28,523.0,313.0
00:20:34,132.0,273.0
00:20:46,354.0,319.0
00:20:48,242.0,457.0
00:20:50,317.0,130.0
00:21:09,271.0,335.0
00:21:12,508.0,30.0
00:21:19,46.0,56.0
00:21:25,504.0,499.0
00:21:29,89.0,157.0
00:21:43,4.0,482.0
00:21:47,26.0,56.0
00:21:51,197.0,282.0
00:22:02,156.0,491.0
00:23:05,135.0,124.0
00:23:12,206.0,339.0
00:23:39,467.0,663.0
00:23:41,222.0,340.0
00:23:53,123.0,490.0
00:24:16,214.0,66.0
00:24:34,343.0,463.0
00:24:45,425.0,97.0
00:24:57,164.0,219.0
00:25:14,48.0,321.0
00:25:25,327.0,365.0
00:25:30,222.0,290.0
00:25:48,672.0,349.0
00:25:59,93.0,100.0
00:26:38,653.0,12.0
00:26:39,219.0,303.0
00:26:43,541.0,531.0
00:26:45,252.0,76.0
00:26:54,275.0,15.0
00:27:05,135.0,280.0
00:27:24,490.0,344.0
00:27:35,558.0,554.0
00:27:41,174.0,195.0
00:27:42,451.0,324.0
00:27:45,31.0,106.0
00:28:09,518.0,378.0
00:28:14,251.0,244.0
00:28:26,678.0,410.0
00:28:46,157.0,195.0
00:28:52,341.0,97.0
00:29:05,528.0,495.0
00:29:08,683.0,573.0
00:29:12,527.0,293.0
00:29:20,440.0,444.0
00:29:21,681.0,270.0
00:29:36,200.0,272.0
00:29:43,412.0,262.0
00:30:00,515.0,453.0
00:30:00,479.0,210.0
00:30:01,322.0,282.0
00:30:06,273.0,193.0
00:30:19,459.0,249.0
00:30:20,485.0,165.0
00:30:28,683.0,391.0
00:30:54,194.0,654.0
00:30:54,637.0,268.0
00:31:20,191.0,98.0
00:31:45,576.0,581.0
00:32:19,119.0,659.0
00:32:55,505.0,54.0
00:32:59,68.0,623.0
00:33:09,472.0,67.0
00:33:20,569.0,351.0
00:33:31,92.0,81.0
00:33:38,687.0,681.0
00:33:52,526.0,517.0
00:34:05,168.0,39.0
00:34:05,114.0,495.0
00:34:15,153.0,107.0
00:34:48,222.0,81.0
00:35:03,196.0,284.0
00:35:04,679.0,558.0
00:35:07,342.0,112.0
00:35:21,597.0,353.0
00:35:30,129.0,113.0
00:35:34,93.0,456.0
00:35:37,303.0,329.0
00:36:14,543.0,542.0
00:36:17,431.0,273.0
00:36:27,420.0,248.0
00:36:29,678.0,564.0
00:36:54,47.0,176.0
00:37:19,62.0,4.0
00:37:21,592.0,589.0
00:37:25,543.0,223.0
00:37:27,185.0,129.0
00:37:40,274.0,274.0
00:37:59,231.0,113.0
00:38:22,265.0,177.0
00:38:22,264.0,108.0
00:38:50,52.0,146.0
00:38:59,550.0,550.0
00:39:03,256.0,329.0
00:39:40,312.0,340.0
00:39:50,244.0,153.0
00:40:29,6.0,624.0
00:41:01,50.0,301.0
00:41:04,543.0,541.0
00:41:06,295.0,256.0
00:41:18,257.0,308.0
00:41:23,314.0,17.0
00:41:31,510.0,658.0
00:41:56,18.0,71.0
00:42:00,406.0,211.0
00:42:01,51.0,5.0
00:42:09,409.0,271.0
00:42:25,578.0,395.0
00:42:31,682.0,586.0
00:42:54,562.0,388.0
00:42:58,15.0,383.0
00:43:17,524.0,532.0
00:43:26,21.0,341.0
00:43:27,198.0,408.0
00:43:44,373.0,510.0
00:43:46,179.0,200.0
00:43:50,441.0,434.0
00:43:59,223.0,177.0
00:44:10,319.0,85.0
00:44:21,577.0,395.0
00:44:57,413.0,426.0
00:44:58,605.0,605.0
00:45:15,424.0,328.0
00:45:40,656.0,51.0
00:45:44,447.0,452.0
00:45:49,273.0,298.0
00:45:49,376.0,464.0
00:45:55,257.0,310.0
00:46:06,150.0,247.0
00:46:15,653.0,427.0
00:46:37,674.0,12.0
00:46:48,247.0,52.0
00:46:48,181.0,186.0
00:46:50,165.0,498.0
00:47:11,453.0,468.0
00:47:13,520.0,523.0
00:47:27,167.0,57.0
00:47:27,392.0,595.0
00:47:39,165.0,141.0
00:47:45,182.0,239.0
00:47:54,24.0,273.0
00:48:06,173.0,333.0
00:48:11,551.0,547.0
00:48:12,543.0,223.0
00:48:24,509.0,333.0
00:48:44,252.0,59.0
00:48:45,329.0,59.0
00:48:49,180.0,24.0
00:48:54,475.0,464.0
00:49:00,9.0,645.0
00:49:36,94.0,256.0
00:49:37,526.0,471.0
00:49:37,341.0,132.0
00:49:53,30.0,205.0
00:50:16,685.0,395.0
00:50:26,475.0,596.0
00:50:28,666.0,333.0
00:50:57,422.0,99.0
00:51:08,694.0,694.0
00:51:13,624.0,338.0
00:51:16,12.0,416.0
00:51:28,28.0,116.0
00:51:31,147.0,31.0
00:51:38,280.0,181.0
00:51:52,468.0,239.0
00:51:57,343.0,243.0
00:52:09,255.0,143.0
00:52:17,416.0,341.0
00:52:21,80.0,26.0
00:52:24,599.0,475.0
00:52:27,388.0,427.0
00:52:33,196.0,93.0
00:52:55,421.0,427.0
00:53:20,658.0,330.0
00:53:22,571.0,681.0
00:54:26,539.0,528.0
00:54:27,604.0,523.0
00:54:34,29.0,672.0
00:54:36,258.0,143.0
00:54:40,239.0,325.0
00:55:02,251.0,257.0
00:55:16,247.0,107.0
00:55:19,72.0,204.0
00:55:27,222.0,81.0
00:55:29,120.0,626.0
00:55:30,419.0,110.0
00:55:43,432.0,232.0
00:56:00,312.0,94.0
00:56:28,133.0,659.0
00:56:32,672.0,156.0
00:57:06,20.0,4.0
00:57:18,463.0,313.0
00:57:30,240.0,297.0
00:57:38,590.0,590.0
00:57:42,535.0,641.0
00:57:47,46.0,334.0
00:58:10,423.0,459.0
00:58:14,392.0,428.0
00:58:15,461.0,474.0
00:58:21,108.0,89.0
00:58:49,125.0,117.0
00:58:50,76.0,186.0
00:58:55,306.0,323.0
00:58:55,585.0,581.0
00:58:56,621.0,195.0
00:59:02,419.0,417.0
01:00:00,624.0,146.0
01:00:14,116.0,29.0
01:00:14,487.0,463.0
01:00:32,297.0,485.0
01:00:34,472.0,460.0
01:00:45,514.0,268.0
01:00:46,496.0,170.0
01:00:47,140.0,199.0
01:00:51,268.0,505.0
01:01:01,257.0,29.0
01:01:11,583.0,270.0
01:01:12,574.0,574.0
01:01:26,298.0,292.0
01:01:37,665.0,665.0
01:01:44,487.0,630.0
01:01:49,20.0,316.0
01:01:55,496.0,211.0
01:02:00,448.0,459.0
01:02:02,263.0,419.0
01:02:13,547.0,581.0
01:02:20,206.0,181.0
01:02:32,444.0,444.0
01:02:38,537.0,534.0
01:02:44,313.0,323.0
01:02:49,646.0,121.0
01:02:53,204.0,252.0
01:02:58,175.0,140.0
01:03:04,69.0,452.0
01:03:15,573.0,581.0
01:03:16,540.0,540.0
01:03:26,446.0,57.0
01:03:45,533.0,333.0
01:03:53,17.0,624.0
01:03:57,242.0,30.0
01:04:02,4.0,69.0
01:04:24,647.0,424.0
01:04:25,597.0,632.0
01:04:28,276.0,344.0
01:05:07,300.0,69.0
01:05:11,117.0,487.0
01:05:26,547.0,57.0
01:05:38,142.0,118.0
01:06:21,29.0,143.0
01:06:41,163.0,93.0
01:06:45,224.0,300.0
01:06:47,32.0,52.0
01:06:47,686.0,356.0
01:06:48,402.0,546.0
01:06:50,649.0,428.0
01:06:53,169.0,81.0
01:06:59,527.0,456.0
01:07:05,479.0,210.0
01:07:25,567.0,567.0
01:08:08,302.0,600.0
01:08:22,54.0,116.0
01:09:16,96.0,40.0
01:09:26,291.0,196.0
01:09:27,228.0,20.0
01:09:41,418.0,4.0
01:10:00,399.0,399.0
01:10:15,463.0,522.0
01:10:38,42.0,5.0
01:11:03,475.0,227.0
01:11:05,485.0,313.0
01:11:10,643.0,636.0
01:11:13,425.0,322.0
01:11:35,423.0,252.0
01:11:48,551.0,37.0
01:11:55,560.0,549.0
01:12:02,364.0,175.0
01:12:11,231.0,61.0
01:12:30,697.0,697.0
01:12:35,19.0,24.0
01:12:51,619.0,158.0
01:13:02,213.0,658.0
01:13:05,432.0,325.0
01:13:41,300.0,383.0
01:13:48,111.0,60.0
01:14:14,245.0,468.0
01:14:33,416.0,12.0
01:14:33,679.0,563.0
01:14:34,9.0,366.0
01:14:52,600.0,432.0
01:15:14,288.0,60.0
01:15:48,364.0,90.0
01:15:54,284.0,114.0
01:15:58,642.0,499.0
01:15:59,435.0,442.0
01:16:37,99.0,673.0
01:16:39,519.0,662.0
01:16:57,686.0,95.0
01:16:58,121.0,556.0
01:17:13,345.0,351.0
01:17:49,630.0,243.0
01:18:11,162.0,94.0
01:18:15,630.0,589.0
01:18:15,333.0,331.0
01:18:28,527.0,293.0
01:18:28,179.0,201.0
01:18:30,434.0,71.0
01:18:39,574.0,575.0
01:18:40,342.0,85.0
01:18:41,226.0,140.0
01:18:48,628.0,53.0
01:19:00,520.0,462.0
01:19:10,339.0,335.0
01:19:16,217.0,350.0
01:19:37,176.0,635.0
01:19:48,437.0,210.0
01:20:10,97.0,99.0
01:20:28,415.0,248.0
01:20:29,317.0,32.0
01:20:44,459.0,30.0
01:20:52,619.0,16.0
01:20:54,270.0,583.0
01:20:56,315.0,71.0
01:21:05,542.0,540.0
01:21:17,541.0,506.0
01:21:20,376.0,174.0
01:21:23,118.0,639.0
01:21:32,23.0,190.0
01:21:39,327.0,154.0
01:21:40,347.0,291.0
01:22:01,566.0,566.0
01:22:08,77.0,340.0
01:22:14,58.0,227.0
01:22:40,101.0,428.0
01:22:49,676.0,676.0
01:23:20,650.0,650.0
01:23:23,454.0,240.0
01:23:24,2.0,121.0
01:23:26,436.0,440.0
01:23:33,163.0,194.0
01:23:56,422.0,427.0
01:24:02,517.0,311.0
01:24:19,579.0,406.0
01:24:36,175.0,14.0
01:24:48,527.0,475.0
01:25:01,122.0,546.0
01:25:01,408.0,178.0
01:25:02,38.0,77.0
01:25:30,227.0,157.0
01:25:32,73.0,643.0
01:25:45,433.0,381.0
01:25:46,74.0,459.0
01:26:21,639.0,359.0
01:26:52,604.0,639.0
01:26:55,242.0,246.0
01:27:01,196.0,382.0
01:27:04,125.0,107.0
01:27:27,399.0,693.0
01:27:36,303.0,463.0
01:27:42,92.0,116.0
01:28:09,201.0,179.0
01:28:23,575.0,424.0
01:28:25,552.0,108.0
01:28:31,290.0,43.0
01:28:31,216.0,258.0
01:28:33,307.0,632.0
01:28:49,458.0,330.0
01:28:52,677.0,582.0
01:29:07,260.0,619.0
01:29:10,482.0,80.0
01:29:35,152.0,332.0
01:29:37,74.0,329.0
01:29:37,149.0,44.0
01:29:44,526.0,467.0
01:30:14,318.0,111.0
01:30:30,694.0,693.0
01:30:39,679.0,565.0
01:30:54,277.0,2.0
01:31:05,41.0,74.0
01:31:09,327.0,59.0
01:31:22,392.0,567.0
01:31:24,85.0,76.0
01:32:09,134.0,141.0
01:32:32,353.0,527.0
01:32:42,414.0,124.0
01:32:57,251.0,257.0
01:33:26,383.0,348.0
01:33:41,203.0,76.0
01:33:43,135.0,282.0
01:33:52,674.0,577.0
01:33:59,117.0,520.0
01:34:10,343.0,31.0
01:34:16,157.0,88.0
01:34:18,29.0,261.0
01:34:29,599.0,458.0
01:34:29,256.0,30.0
01:34:51,67.0,344.0
01:35:19,282.0,351.0
01:35:28,175.0,134.0
01:35:30,200.0,532.0
01:35:33,257.0,116.0
01:35:34,224.0,69.0
01:36:15,414.0,255.0
01:36:15,520.0,487.0
01:36:18,637.0,34.0
01:36:19,375.0,502.0
01:36:20,523.0,527.0
01:36:32,251.0,127.0
01:36:33,102.0,428.0
01:36:38,506.0,125.0
01:36:39,96.0,94.0
01:36:52,275.0,108.0
01:36:53,454.0,461.0
01:37:00,112.0,88.0
01:37:06,431.0,422.0
01:37:09,498.0,620.0
01:37:13,571.0,270.0
01:37:28,469.0,460.0
01:37:32,75.0,291.0
01:37:34,466.0,625.0
01:37:55,492.0,181.0
01:38:01,696.0,695.0
01:38:13,382.0,261.0
01:38:30,635.0,376.0
01:38:43,317.0,208.0
01:39:13,11.0,345.0
01:39:28,214.0,85.0
01:39:49,589.0,641.0
01:40:19,135.0,148.0
01:40:22,30.0,133.0
01:40:25,117.0,31.0
01:40:27,320.0,32.0
01:40:38,537.0,532.0
01:40:39,483.0,310.0
01:40:49,133.0,194.0
01:41:02,382.0,9.0
01:41:08,9.0,439.0
01:41:10,605.0,598.0
01:41:17,111.0,89.0
01:41:59,177.0,619.0
01:42:27,556.0,413.0
01:42:48,515.0,465.0
01:43:05,30.0,37.0
01:43:06,491.0,487.0
01:43:12,6.0,40.0
01:43:29,137.0,202.0
01:43:35,345.0,322.0
01:43:38,190.0,173.0
01:44:00,566.0,683.0
01:44:07,168.0,170.0
01:44:27,637.0,43.0
01:44:28,127.0,320.0
01:44:31,419.0,427.0
01:44:49,92.0,125.0
01:45:10,297.0,257.0
01:45:34,231.0,309.0
01:45:43,349.0,47.0
01:45:43,191.0,237.0
01:45:48,574.0,575.0
01:46:22,57.0,25.0
01:46:45,344.0,316.0
01:46:48,325.0,211.0
01:46:49,602.0,447.0
01:47:04,81.0,76.0
01:47:09,682.0,586.0
01:47:15,661.0,523.0
01:47:44,67.0,300.0
01:47:46,161.0,89.0
01:47:48,309.0,249.0
01:47:51,67.0,312.0
01:47:51,550.0,373.0
01:48:20,432.0,639.0
01:48:33,138.0,74.0
01:48:41,314.0,166.0
01:48:45,114.0,359.0
01:48:50,653.0,653.0
01:48:55,18.0,176.0
01:49:06,286.0,40.0
01:49:08,140.0,161.0
01:49:18,366.0,72.0
01:49:38,188.0,128.0
01:49:42,597.0,354.0
01:50:01,585.0,573.0
01:50:16,446.0,282.0
01:50:32,165.0,130.0
01:50:32,294.0,525.0
01:50:45,577.0,686.0
01:50:47,153.0,501.0
01:50:55,487.0,497.0
01:51:02,118.0,87.0
01:51:20,535.0,534.0
01:51:41,428.0,247.0
01:51:45,311.0,640.0
01:51:50,471.0,456.0
01:52:08,497.0,501.0
01:52:30,254.0,199.0
01:52:38,212.0,27.0
01:52:58,25.0,354.0
01:53:00,290.0,228.0
01:53:02,210.0,13.0
01:53:03,442.0,439.0
01:53:03,571.0,571.0
01:53:19,666.0,174.0
01:53:24,511.0,58.0
01:53:34,45.0,86.0
01:53:50,588.0,579.0
01:54:06,472.0,26.0
01:54:20,378.0,43.0
01:54:20,262.0,337.0
01:54:21,497.0,160.0
01:54:35,3.0,199.0
01:54:48,348.0,167.0
01:54:58,507.0,324.0
01:55:16,415.0,388.0
01:55:19,597.0,172.0
01:55:28,238.0,465.0
01:55:39,586.0,247.0
01:55:39,674.0,5.0
01:55:45,456.0,311.0
01:55:49,100.0,27.0
01:55:52,247.0,3.0
01:56:02,392.0,391.0
01:56:08,340.0,359.0
01:56:13,200.0,413.0
01:56:14,336.0,76.0
01:56:21,546.0,41.0
01:56:21,120.0,72.0
01:56:32,89.0,109.0
01:57:06,528.0,496.0
01:57:18,300.0,302.0
01:57:23,327.0,153.0
01:57:27,159.0,622.0
01:57:51,619.0,58.0
01:57:53,305.0,26.0
01:57:56,341.0,133.0
01:57:57,350.0,222.0
01:58:03,159.0,38.0
01:58:03,381.0,119.0
01:58:12,110.0,28.0
01:58:13,630.0,630.0
01:58:14,462.0,603.0
01:58:37,85.0,247.0
01:58:42,303.0,76.0
01:58:51,282.0,27.0
01:58:57,441.0,533.0
01:59:03,565.0,547.0
01:59:03,327.0,56.0
01:59:11,375.0,350.0
01:59:14,590.0,28.0
01:59:24,317.0,654.0
01:59:26,698.0,698.0
02:00:04,535.0,540.0
02:00:27,560.0,561.0
02:01:03,138.0,164.0
02:01:26,95.0,168.0
02:01:36,423.0,252.0
02:02:10,291.0,59.0
02:02:37,346.0,376.0
02:02:42,316.0,117.0
02:03:06,101.0,141.0
02:03:26,655.0,260.0
02:03:28,384.0,425.0
02:03:29,214.0,153.0
02:04:36,342.0,25.0
02:04:36,208.0,348.0
02:04:43,177.0,176.0
02:04:47,219.0,490.0
02:05:01,22.0,331.0
02:05:06,580.0,579.0
02:05:34,406.0,255.0
02:05:42,291.0,143.0
02:05:49,140.0,18.0
02:06:01,648.0,388.0
02:06:44,249.0,238.0
02:06:49,193.0,201.0
02:06:50,94.0,67.0
02:06:57,524.0,541.0
02:07:24,563.0,563.0
02:07:26,188.0,211.0
02:07:41,15.0,142.0
02:07:47,534.0,528.0
02:08:13,174.0,123.0
02:08:26,231.0,44.0
02:08:30,548.0,411.0
02:08:53,493.0,316.0
02:09:15,227.0,240.0
02:09:48,640.0,113.0
02:09:53,515.0,354.0
02:10:03,115.0,6.0
02:10:09,693.0,355.0
02:10:45,193.0,178.0
02:10:50,193.0,192.0
02:11:00,289.0,286.0
02:11:06,462.0,632.0
02:11:26,345.0,431.0
02:11:56,120.0,198.0
02:11:58,310.0,166.0
02:12:05,463.0,304.0
02:12:20,342.0,437.0
02:12:53,406.0,173.0
02:12:53,545.0,175.0
02:12:55,471.0,58.0
02:13:05,9.0,533.0
02:13:18,134.0,18.0
02:13:22,559.0,556.0
02:13:40,693.0,692.0
02:13:47,121.0,237.0
02:13:56,244.0,491.0
02:14:04,101.0,395.0
02:14:18,455.0,470.0
02:14:19,13.0,177.0
02:14:54,162.0,180.0
02:15:14,655.0,450.0
02:15:20,137.0,73.0
02:15:20,451.0,165.0
02:15:35,190.0,447.0
02:16:03,270.0,681.0
02:16:44,247.0,129.0
02:17:00,171.0,208.0
02:17:11,149.0,414.0
02:17:14,622.0,637.0
02:17:16,457.0,231.0
02:17:27,479.0,482.0
02:17:29,413.0,59.0
02:17:48,538.0,22.0
02:17:51,325.0,7.0
02:18:37,517.0,660.0
02:18:48,14.0,627.0
02:18:49,173.0,128.0
02:18:51,312.0,306.0
02:19:41,291.0,175.0
02:19:52,236.0,283.0
02:19:54,67.0,330.0
02:20:08,198.0,164.0
02:20:29,282.0,626.0
02:20:43,476.0,490.0
02:20:53,230.0,92.0
02:21:05,412.0,414.0
02:21:26,62.0,81.0
02:21:32,117.0,134.0
02:21:33,319.0,349.0
02:21:45,674.0,199.0
02:21:50,649.0,95.0
02:21:51,676.0,676.0
02:21:56,132.0,338.0
02:22:26,427.0,271.0
02:22:31,219.0,61.0
02:22:35,296.0,454.0
02:23:00,168.0,77.0
02:23:10,659.0,255.0
02:23:23,132.0,181.0
02:23:25,274.0,59.0
02:23:40,478.0,482.0
02:24:11,476.0,231.0
02:24:38,626.0,96.0
02:25:01,645.0,218.0
02:25:10,424.0,4.0
02:25:15,385.0,391.0
02:25:22,36.0,156.0
02:25:25,504.0,107.0
02:25:26,180.0,452.0
02:25:31,19.0,216.0
02:25:38,672.0,84.0
02:25:48,596.0,601.0
02:25:54,319.0,125.0
02:26:14,54.0,344.0
02:26:17,573.0,179.0
02:26:35,110.0,300.0
02:26:36,466.0,457.0
02:27:01,38.0,110.0
02:27:10,51.0,178.0
02:27:39,35.0,254.0
02:27:57,551.0,551.0
02:28:08,483.0,254.0
02:28:14,213.0,94.0
02:28:29,97.0,370.0
02:28:33,57.0,31.0
02:28:52,376.0,377.0
02:28:58,122.0,128.0
02:29:03,620.0,340.0
02:29:12,559.0,398.0
02:29:13,216.0,378.0
02:29:14,492.0,154.0
02:29:36,132.0,19.0
02:29:39,439.0,5.0
02:29:49,97.0,26.0
02:29:58,27.0,249.0
02:30:19,159.0,113.0
02:30:30,509.0,657.0
02:30:33,450.0,432.0
02:30:36,445.0,205.0
02:31:12,238.0,329.0
02:31:34,382.0,77.0
02:32:03,334.0,250.0
02:32:09,376.0,191.0
02:32:11,431.0,426.0
02:32:18,369.0,548.0
02:32:26,23.0,260.0
02:32:44,639.0,461.0
02:32:50,639.0,13.0
02:32:54,604.0,176.0
02:33:09,530.0,532.0
02:33:10,234.0,34.0
02:33:18,413.0,341.0
02:33:20,486.0,655.0
02:33:41,385.0,291.0
02:34:07,333.0,38.0
02:34:12,18.0,172.0
02:34:19,84.0,26.0
02:34:32,329.0,41.0
02:34:37,25.0,229.0
02:34:48,530.0,23.0
02:34:50,184.0,6.0
02:34:59,356.0,419.0
02:35:11,56.0,300.0
02:35:14,698.0,698.0
02:35:28,225.0,227.0
02:35:34,647.0,593.0
02:35:40,438.0,171.0
02:35:40,17.0,35.0
02:36:02,570.0,570.0
02:36:52,595.0,665.0
02:37:20,427.0,209.0
02:37:38,381.0,69.0
02:37:39,508.0,491.0
02:38:00,504.0,34.0
02:38:02,427.0,419.0
02:38:20,4.0,80.0
02:38:26,589.0,524.0
02:38:34,390.0,385.0
02:38:41,436.0,158.0
02:38:49,500.0,61.0
02:38:55,495.0,165.0
02:39:06,685.0,681.0
02:39:09,383.0,216.0
02:39:17,505.0,226.0
02:39:17,157.0,13.0
02:39:20,632.0,172.0
02:39:28,94.0,74.0
02:39:41,214.0,340.0
02:39:42,54.0,324.0
02:39:50,367.0,548.0
02:39:58,590.0,183.0
02:40:09,565.0,575.0
02:40:11,661.0,601.0
02:40:14,482.0,259.0
02:40:33,81.0,349.0
02:40:41,309.0,144.0
02:40:52,656.0,299.0
02:41:29,342.0,77.0
02:41:33,38.0,314.0
02:41:41,656.0,260.0
02:41:41,170.0,268.0
02:41:54,563.0,565.0
02:41:56,582.0,689.0
02:42:05,396.0,579.0
02:42:21,199.0,256.0
02:42:34,149.0,26.0
02:42:49,519.0,459.0
02:42:51,341.0,300.0
02:42:57,128.0,508.0
02:43:19,352.0,355.0
02:43:20,554.0,552.0
02:43:22,129.0,76.0
02:43:47,230.0,320.0
02:43:56,305.0,157.0
02:43:57,378.0,124.0
02:44:01,652.0,575.0
02:44:07,144.0,123.0
02:44:10,460.0,472.0
02:44:18,620.0,153.0
02:44:20,157.0,232.0
02:44:23,603.0,304.0
02:44:33,642.0,530.0
02:44:33,455.0,472.0
02:44:33,518.0,641.0
02:44:46,619.0,90.0
02:44:52,396.0,355.0
02:44:58,678.0,564.0
02:45:18,645.0,672.0
02:46:16,303.0,293.0
02:47:05,561.0,647.0
02:47:16,687.0,687.0
02:47:34,420.0,419.0
02:47:50,45.0,110.0
02:48:06,405.0,408.0
02:48:15,220.0,128.0
02:48:31,113.0,628.0
02:48:37,407.0,120.0
02:49:05,569.0,351.0
02:49:06,666.0,505.0
02:49:29,653.0,345.0
02:49:59,632.0,505.0
02:50:01,80.0,419.0
02:50:12,672.0,401.0
02:50:19,451.0,117.0
02:50:29,100.0,114.0
02:50:29,91.0,227.0
02:50:47,530.0,23.0
02:51:02,175.0,303.0
02:51:09,188.0,673.0
02:51:12,123.0,260.0
02:51:13,44.0,331.0
02:51:26,240.0,517.0
02:51:37,57.0,110.0
02:51:47,51.0,619.0
02:51:50,268.0,164.0
02:51:50,660.0,163.0
02:52:22,17.0,332.0
02:52:23,92.0,217.0
02:52:29,205.0,188.0
02:52:40,367.0,411.0
02:52:55,569.0,570.0
02:53:12,486.0,165.0
02:53:21,15.0,436.0
02:53:44,6.0,459.0
02:53:44,196.0,176.0
02:53:54,392.0,650.0
02:54:37,71.0,622.0
02:54:38,631.0,672.0
02:54:48,175.0,61.0
02:54:51,349.0,113.0
02:55:00,524.0,545.0
02:55:03,102.0,356.0
02:55:16,334.0,146.0
02:55:24,273.0,170.0
02:55:30,37.0,273.0
02:56:03,141.0,229.0
02:56:16,232.0,117.0
02:56:22,553.0,200.0
02:56:23,167.0,202.0
02:56:40,62.0,336.0
02:56:55,447.0,326.0
02:57:13,53.0,500.0
02:57:15,439.0,374.0
02:57:16,469.0,662.0
02:57:26,499.0,333.0
02:57:51,318.0,111.0
02:57:53,643.0,17.0
02:58:11,347.0,220.0
02:58:23,428.0,248.0
02:59:00,431.0,427.0
02:59:02,582.0,579.0
02:59:22,485.0,340.0
02:59:39,365.0,165.0
02:59:42,642.0,223.0
02:59:46,554.0,368.0
02:59:51,645.0,84.0
02:59:52,655.0,347.0
02:59:53,622.0,320.0
02:59:57,417.0,646.0
03:00:00,490.0,220.0
03:00:09,635.0,376.0
03:00:36,254.0,520.0
03:00:38,620.0,230.0
03:00:47,637.0,48.0
03:00:47,35.0,56.0
03:00:52,522.0,660.0
03:00:53,43.0,177.0
03:00:59,85.0,7.0
03:01:17,48.0,451.0
03:01:23,80.0,212.0
03:01:39,17.0,181.0
03:01:40,568.0,573.0
03:01:57,131.0,177.0
03:02:02,664.0,93.0
03:02:20,31.0,383.0
03:02:24,646.0,413.0
03:02:26,11.0,419.0
03:02:35,449.0,453.0
03:02:57,69.0,164.0
03:03:04,24.0,5.0
03:03:21,479.0,69.0
03:03:25,700.0,689.0
03:03:58,17.0,205.0
03:04:03,132.0,402.0
03:04:09,305.0,17.0
03:04:20,546.0,645.0
03:04:23,509.0,504.0
